method,description,train_time,predict_time,true_positive,true_negative,false_positive,false_negative,sensitivity,specificity,precision,accuracy,error,f1,my_score1,my_score2,my_score3,confusion_matrix,confusion_matrix_percentage,roc_curve
EfficientNetB3,,4904.01322054863,44.246482610702515,347,367,8,28,0.9253333333333333,0.9786666666666667,0.9774647887323944,0.952,0.04800000000000004,0.9506849315068493,2.942022277959996,0.0001938585580322911,0.021486113141949363,"<a href=""./images/EfficientNetB3_confusion_matrix_ae053880-6ffa-11ec-83ae-f0421cdfcb2c.png""><img src=""./images/EfficientNetB3_confusion_matrix_ae053880-6ffa-11ec-83ae-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/EfficientNetB3_confusion_matrix_percentage_ae2f0e3a-6ffa-11ec-adfb-f0421cdfcb2c.png""><img src=""./images/EfficientNetB3_confusion_matrix_percentage_ae2f0e3a-6ffa-11ec-adfb-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/EfficientNetB3_roc_ae4ddd34-6ffa-11ec-afe1-f0421cdfcb2c.png""><img src=""./images/EfficientNetB3_roc_ae4ddd34-6ffa-11ec-afe1-f0421cdfcb2c.png"" width=200 height=200 /></a>"
EfficientNetB1,,3879.6780433654785,35.29756808280945,357,357,18,18,0.952,0.952,0.952,0.952,0.04800000000000004,0.952,2.940133333333332,0.0002453811861084676,0.0269706966147518,"<a href=""./images/EfficientNetB1_confusion_matrix_4fb737ac-6fe5-11ec-b7a2-f0421cdfcb2c.png""><img src=""./images/EfficientNetB1_confusion_matrix_4fb737ac-6fe5-11ec-b7a2-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/EfficientNetB1_confusion_matrix_percentage_4fe0f40c-6fe5-11ec-a797-f0421cdfcb2c.png""><img src=""./images/EfficientNetB1_confusion_matrix_percentage_4fe0f40c-6fe5-11ec-a797-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/EfficientNetB1_roc_4fff5df8-6fe5-11ec-8ac4-f0421cdfcb2c.png""><img src=""./images/EfficientNetB1_roc_4fff5df8-6fe5-11ec-8ac4-f0421cdfcb2c.png"" width=200 height=200 /></a>"
EfficientNetB2,,4162.638817548752,37.319501638412476,360,354,21,15,0.96,0.944,0.9448818897637795,0.952,0.04800000000000004,0.9523809523809523,2.939611998500186,0.0002287925986674433,0.025519658906716994,"<a href=""./images/EfficientNetB2_confusion_matrix_1f404612-6fef-11ec-a94b-f0421cdfcb2c.png""><img src=""./images/EfficientNetB2_confusion_matrix_1f404612-6fef-11ec-a94b-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/EfficientNetB2_confusion_matrix_percentage_1f699328-6fef-11ec-a149-f0421cdfcb2c.png""><img src=""./images/EfficientNetB2_confusion_matrix_percentage_1f699328-6fef-11ec-a149-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/EfficientNetB2_roc_1f878688-6fef-11ec-befe-f0421cdfcb2c.png""><img src=""./images/EfficientNetB2_roc_1f878688-6fef-11ec-befe-f0421cdfcb2c.png"" width=200 height=200 /></a>"
EfficientNetB0,,2694.529363155365,24.558228492736816,361,353,22,14,0.9626666666666667,0.9413333333333334,0.9425587467362925,0.952,0.04800000000000004,0.9525065963060686,2.9394425061599954,0.00035349646187958337,0.03878563946857062,"<a href=""./images/EfficientNetB0_confusion_matrix_2a95051c-6fdc-11ec-9cd0-f0421cdfcb2c.png""><img src=""./images/EfficientNetB0_confusion_matrix_2a95051c-6fdc-11ec-9cd0-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/EfficientNetB0_confusion_matrix_percentage_2ac10ee8-6fdc-11ec-81c5-f0421cdfcb2c.png""><img src=""./images/EfficientNetB0_confusion_matrix_percentage_2ac10ee8-6fdc-11ec-81c5-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/EfficientNetB0_roc_2adf33ee-6fdc-11ec-8bbe-f0421cdfcb2c.png""><img src=""./images/EfficientNetB0_roc_2adf33ee-6fdc-11ec-8bbe-f0421cdfcb2c.png"" width=200 height=200 /></a>"
EfficientNetB5,,10811.576994657516,97.53179550170898,338,365,10,37,0.9013333333333333,0.9733333333333334,0.9712643678160919,0.9373333333333334,0.06266666666666665,0.9349930843706777,2.4415676598180123,8.648073124139981e-05,0.009586546413515933,"<a href=""./images/EfficientNetB5_confusion_matrix_fffc31c2-7026-11ec-b3f1-f0421cdfcb2c.png""><img src=""./images/EfficientNetB5_confusion_matrix_fffc31c2-7026-11ec-b3f1-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/EfficientNetB5_confusion_matrix_percentage_002634da-7027-11ec-b161-f0421cdfcb2c.png""><img src=""./images/EfficientNetB5_confusion_matrix_percentage_002634da-7027-11ec-b161-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/EfficientNetB5_roc_0044ad42-7027-11ec-bc58-f0421cdfcb2c.png""><img src=""./images/EfficientNetB5_roc_0044ad42-7027-11ec-bc58-f0421cdfcb2c.png"" width=200 height=200 /></a>"
EfficientNetB4,,8015.247056007385,65.74051189422607,362,332,43,13,0.9653333333333334,0.8853333333333333,0.8938271604938272,0.9253333333333333,0.07466666666666666,0.9282051282051282,2.1703709944376612,0.00011580493049299627,0.014119225747718152,"<a href=""./images/EfficientNetB4_confusion_matrix_8ac71b68-700d-11ec-b864-f0421cdfcb2c.png""><img src=""./images/EfficientNetB4_confusion_matrix_8ac71b68-700d-11ec-b864-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/EfficientNetB4_confusion_matrix_percentage_8af0fc6e-700d-11ec-9db4-f0421cdfcb2c.png""><img src=""./images/EfficientNetB4_confusion_matrix_percentage_8af0fc6e-700d-11ec-9db4-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/EfficientNetB4_roc_8b0f3852-700d-11ec-b68f-f0421cdfcb2c.png""><img src=""./images/EfficientNetB4_roc_8b0f3852-700d-11ec-b68f-f0421cdfcb2c.png"" width=200 height=200 /></a>"
DenseNet121,,8842.10761642456,76.54623508453369,343,350,25,32,0.9146666666666666,0.9333333333333333,0.9320652173913043,0.924,0.07599999999999996,0.9232839838492597,2.147837987347972,0.00010441899419254111,0.012061781782338906,"<a href=""./images/DenseNet121_confusion_matrix_d66d41a2-6f7e-11ec-ac3e-f0421cdfcb2c.png""><img src=""./images/DenseNet121_confusion_matrix_d66d41a2-6f7e-11ec-ac3e-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/DenseNet121_confusion_matrix_percentage_d699a8a6-6f7e-11ec-8b3e-f0421cdfcb2c.png""><img src=""./images/DenseNet121_confusion_matrix_percentage_d699a8a6-6f7e-11ec-8b3e-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/DenseNet121_roc_d6b889cc-6f7e-11ec-8ad0-f0421cdfcb2c.png""><img src=""./images/DenseNet121_roc_d6b889cc-6f7e-11ec-8ad0-f0421cdfcb2c.png"" width=200 height=200 /></a>"
DenseNet201,,21839.92978835106,195.3594138622284,360,313,62,15,0.96,0.8346666666666667,0.8530805687203792,0.8973333333333333,0.10266666666666668,0.903387703889586,1.7802278828428046,4.1364038833651985e-05,0.004624234307575647,"<a href=""./images/DenseNet201_confusion_matrix_cf065c2e-6fd5-11ec-9ca4-f0421cdfcb2c.png""><img src=""./images/DenseNet201_confusion_matrix_cf065c2e-6fd5-11ec-9ca4-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/DenseNet201_confusion_matrix_percentage_cf2fb70a-6fd5-11ec-84e5-f0421cdfcb2c.png""><img src=""./images/DenseNet201_confusion_matrix_percentage_cf2fb70a-6fd5-11ec-84e5-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/DenseNet201_roc_cf4dd8ba-6fd5-11ec-bd49-f0421cdfcb2c.png""><img src=""./images/DenseNet201_roc_cf4dd8ba-6fd5-11ec-bd49-f0421cdfcb2c.png"" width=200 height=200 /></a>"
DenseNet169,,15175.41963815689,104.92724418640137,362,310,65,13,0.9653333333333334,0.8266666666666667,0.8477751756440282,0.896,0.10399999999999998,0.9027431421446385,1.7664875501751838,5.9487194665430675e-05,0.008603515218039383,"<a href=""./images/DenseNet169_confusion_matrix_748bae62-6fa2-11ec-ab7d-f0421cdfcb2c.png""><img src=""./images/DenseNet169_confusion_matrix_748bae62-6fa2-11ec-ab7d-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/DenseNet169_confusion_matrix_percentage_74b5186e-6fa2-11ec-9175-f0421cdfcb2c.png""><img src=""./images/DenseNet169_confusion_matrix_percentage_74b5186e-6fa2-11ec-9175-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/DenseNet169_roc_74d6057a-6fa2-11ec-b509-f0421cdfcb2c.png""><img src=""./images/DenseNet169_roc_74d6057a-6fa2-11ec-b509-f0421cdfcb2c.png"" width=200 height=200 /></a>"
RealBoost,An RealBoost classifier,7268.674560070038,0.11570358276367188,314,347,28,61,0.8373333333333334,0.9253333333333333,0.9181286549707602,0.8813333333333333,0.1186666666666667,0.8758716875871687,1.6368453385041433,0.00012049950515032127,7.569961678508811,"<a href=""./images/RealBoost_confusion_matrix_f0a32440-6f52-11ec-a9bf-f0421cdfcb2c.png""><img src=""./images/RealBoost_confusion_matrix_f0a32440-6f52-11ec-a9bf-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/RealBoost_confusion_matrix_percentage_f0cdd534-6f52-11ec-b15e-f0421cdfcb2c.png""><img src=""./images/RealBoost_confusion_matrix_percentage_f0cdd534-6f52-11ec-b15e-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/RealBoost_roc_f0754b0c-6f52-11ec-ae50-f0421cdfcb2c.png""><img src=""./images/RealBoost_roc_f0754b0c-6f52-11ec-ae50-f0421cdfcb2c.png"" width=200 height=200 /></a>"
