method,description,train_time,predict_time,true_positive,true_negative,false_positive,false_negative,sensitivity,specificity,precision,accuracy,error,f1,my_score1,my_score2,my_score3,confusion_matrix,confusion_matrix_percentage,roc_curve
EfficientNetB2,,34.36646366119385,12.61555290222168,18,24,1,7,0.72,0.96,0.9473684210526315,0.84,0.16000000000000003,0.8181818181818181,1.3808277511961722,0.02380756502175981,0.06485501067794905,"<a href=""./images/271234f9-4fc0-11ec-874f-68f728e1134a.png""><img src=""./images/271234f9-4fc0-11ec-874f-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/2750737b-4fc0-11ec-9699-68f728e1134a.png""><img src=""./images/2750737b-4fc0-11ec-9699-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/2771b9e4-4fc0-11ec-b5c9-68f728e1134a.png""><img src=""./images/2771b9e4-4fc0-11ec-b5c9-68f728e1134a.png"" width=200 height=200 /></a>"
EfficientNetB7,,146.1986334323883,44.80094838142395,16,24,1,9,0.64,0.96,0.9411764705882353,0.8,0.19999999999999996,0.7619047619047621,1.2150700280112048,0.0052114355929128164,0.017006442707821662,"<a href=""./images/45b2993c-4fc2-11ec-8dfe-68f728e1134a.png""><img src=""./images/45b2993c-4fc2-11ec-8dfe-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/45e41ec8-4fc2-11ec-aae3-68f728e1134a.png""><img src=""./images/45e41ec8-4fc2-11ec-aae3-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/4602a815-4fc2-11ec-844e-68f728e1134a.png""><img src=""./images/4602a815-4fc2-11ec-844e-68f728e1134a.png"" width=200 height=200 /></a>"
EfficientNetB0,,22.28289222717285,7.243022203445435,17,22,3,8,0.68,0.88,0.85,0.78,0.21999999999999997,0.7555555555555556,1.1513232323232325,0.03390742762890511,0.10431495780810189,"<a href=""./images/e5dce82f-4fbf-11ec-88c3-68f728e1134a.png""><img src=""./images/e5dce82f-4fbf-11ec-88c3-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/e5fd60de-4fbf-11ec-8fc1-68f728e1134a.png""><img src=""./images/e5fd60de-4fbf-11ec-8fc1-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/e6114dd7-4fbf-11ec-81d3-68f728e1134a.png""><img src=""./images/e6114dd7-4fbf-11ec-81d3-68f728e1134a.png"" width=200 height=200 /></a>"
EfficientNetB4,,156.38384461402893,32.48181200027466,18,20,5,7,0.72,0.8,0.782608695652174,0.76,0.24,0.7499999999999999,1.097927536231884,0.004795891812553115,0.02308984486437081,"<a href=""./images/dc442d38-4fc0-11ec-b8cd-68f728e1134a.png""><img src=""./images/dc442d38-4fc0-11ec-b8cd-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/dc9da83f-4fc0-11ec-9e55-68f728e1134a.png""><img src=""./images/dc9da83f-4fc0-11ec-9e55-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/dd123d68-4fc0-11ec-8185-68f728e1134a.png""><img src=""./images/dd123d68-4fc0-11ec-8185-68f728e1134a.png"" width=200 height=200 /></a>"
EfficientNetB1,,31.714603900909424,9.4875168800354,14,23,2,11,0.56,0.92,0.875,0.74,0.26,0.6829268292682927,1.035578799249531,0.02153351280697249,0.07198161941670712,"<a href=""./images/04ad7714-4fc0-11ec-aa04-68f728e1134a.png""><img src=""./images/04ad7714-4fc0-11ec-aa04-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/04d22a12-4fc0-11ec-94c4-68f728e1134a.png""><img src=""./images/04d22a12-4fc0-11ec-94c4-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/04e75161-4fc0-11ec-974a-68f728e1134a.png""><img src=""./images/04e75161-4fc0-11ec-974a-68f728e1134a.png"" width=200 height=200 /></a>"
EfficientNetB5,,141.30286526679993,25.83247971534729,14,23,2,11,0.56,0.92,0.875,0.74,0.26,0.6829268292682927,1.035578799249531,0.0048330713462804145,0.02643675081887552,"<a href=""./images/593ded69-4fc1-11ec-8586-68f728e1134a.png""><img src=""./images/593ded69-4fc1-11ec-8586-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/599479c8-4fc1-11ec-b7ac-68f728e1134a.png""><img src=""./images/599479c8-4fc1-11ec-b7ac-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/59bbaacc-4fc1-11ec-acc0-68f728e1134a.png""><img src=""./images/59bbaacc-4fc1-11ec-acc0-68f728e1134a.png"" width=200 height=200 /></a>"
EfficientNetB6,,103.3945004940033,27.869282484054565,20,16,9,5,0.8,0.64,0.6896551724137931,0.72,0.28,0.7407407407407408,1.0124787447546069,0.007164217992268385,0.026579110573246953,"<a href=""./images/b6da710b-4fc1-11ec-ab32-68f728e1134a.png""><img src=""./images/b6da710b-4fc1-11ec-ab32-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/b7005471-4fc1-11ec-b965-68f728e1134a.png""><img src=""./images/b7005471-4fc1-11ec-b965-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/b71b2227-4fc1-11ec-a19d-68f728e1134a.png""><img src=""./images/b71b2227-4fc1-11ec-a19d-68f728e1134a.png"" width=200 height=200 /></a>"
EfficientNetB3,,55.13325119018555,20.013413906097412,23,11,14,2,0.92,0.44,0.6216216216216216,0.68,0.31999999999999995,0.7419354838709677,0.9496299040976461,0.013457132816485202,0.03707191023740957,"<a href=""./images/5dd3b27a-4fc0-11ec-95b4-68f728e1134a.png""><img src=""./images/5dd3b27a-4fc0-11ec-95b4-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/5e0364db-4fc0-11ec-b58f-68f728e1134a.png""><img src=""./images/5e0364db-4fc0-11ec-b58f-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/5e1ae8d2-4fc0-11ec-8d8e-68f728e1134a.png""><img src=""./images/5e1ae8d2-4fc0-11ec-8d8e-68f728e1134a.png"" width=200 height=200 /></a>"
DenseNet169,,60.301446199417114,16.36218571662903,25,0,25,0,1.0,0.0,0.5,0.5,0.5,0.6666666666666666,0.7333333333333334,0.011055566801200711,0.040744352754114484,"<a href=""./images/9715c099-4fbf-11ec-be92-68f728e1134a.png""><img src=""./images/9715c099-4fbf-11ec-be92-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/973589bf-4fbf-11ec-80dd-68f728e1134a.png""><img src=""./images/973589bf-4fbf-11ec-80dd-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/9748f1a8-4fbf-11ec-b91e-68f728e1134a.png""><img src=""./images/9748f1a8-4fbf-11ec-b91e-68f728e1134a.png"" width=200 height=200 /></a>"
InceptionResNetV2,,59.680192947387695,20.033455848693848,25,0,25,0,1.0,0.0,0.5,0.5,0.5,0.6666666666666666,0.7333333333333334,0.011170651999305371,0.033277666704226286,"<a href=""./images/ae4e0228-4fc2-11ec-92db-68f728e1134a.png""><img src=""./images/ae4e0228-4fc2-11ec-92db-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/ae822424-4fc2-11ec-a983-68f728e1134a.png""><img src=""./images/ae822424-4fc2-11ec-a983-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/ae97852f-4fc2-11ec-8740-68f728e1134a.png""><img src=""./images/ae97852f-4fc2-11ec-8740-68f728e1134a.png"" width=200 height=200 /></a>"
