method,description,train_time,predict_time,true_positive,true_negative,false_positive,false_negative,sensitivity,specificity,precision,accuracy,error,f1,my_score1,my_score2,my_score3,confusion_matrix,confusion_matrix_percentage,roc_curve
AdaBoostClassifier,An AdaBoost classifier,1216.7583038806915,16.428894996643066,106,85,40,19,0.848,0.68,0.726027397260274,0.764,0.236,0.7822878228782287,1.1166754647244639,0.0006429278685694801,0.047616581823553834,"<a href=""./images/AdaBoostClassifier_confusion_matrix_6e1dc7dd-51fe-11ec-866e-34e6adc36e41.png""><img src=""./images/AdaBoostClassifier_confusion_matrix_6e1dc7dd-51fe-11ec-866e-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/AdaBoostClassifier_confusion_matrix_percentage_6e461a79-51fe-11ec-8c07-34e6adc36e41.png""><img src=""./images/AdaBoostClassifier_confusion_matrix_percentage_6e461a79-51fe-11ec-8c07-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/AdaBoostClassifier_roc_6decbbf1-51fe-11ec-b88b-34e6adc36e41.png""><img src=""./images/AdaBoostClassifier_roc_6decbbf1-51fe-11ec-b88b-34e6adc36e41.png"" width=200 height=200 /></a>"
LinearSVM,Linear Support Vector Classification,375.60389828681946,0.6084201335906982,108,81,44,17,0.864,0.648,0.7105263157894737,0.756,0.244,0.779783393501805,1.0975803939036204,0.0020760790744145715,1.281652842255197,"<a href=""./images/LinearSVM_confusion_matrix_0fc57e71-51fb-11ec-8ee1-34e6adc36e41.png""><img src=""./images/LinearSVM_confusion_matrix_0fc57e71-51fb-11ec-8ee1-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/LinearSVM_confusion_matrix_percentage_0ffc5b01-51fb-11ec-8481-34e6adc36e41.png""><img src=""./images/LinearSVM_confusion_matrix_percentage_0ffc5b01-51fb-11ec-8481-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/LinearSVM_roc_0f840199-51fb-11ec-9981-34e6adc36e41.png""><img src=""./images/LinearSVM_roc_0f840199-51fb-11ec-9981-34e6adc36e41.png"" width=200 height=200 /></a>"
GradientBoostingClassifier,An GradientBoost classifier,6028.746300935745,0.370908260345459,114,72,53,11,0.912,0.576,0.6826347305389222,0.744,0.256,0.7808219178082191,1.072499431958002,0.00012951646641475438,2.105161845360284,"<a href=""./images/GradientBoostingClassifier_confusion_matrix_7a8e258c-520c-11ec-bdcd-34e6adc36e41.png""><img src=""./images/GradientBoostingClassifier_confusion_matrix_7a8e258c-520c-11ec-bdcd-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/GradientBoostingClassifier_confusion_matrix_percentage_7ab26367-520c-11ec-a60f-34e6adc36e41.png""><img src=""./images/GradientBoostingClassifier_confusion_matrix_percentage_7ab26367-520c-11ec-a60f-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/GradientBoostingClassifier_roc_7a5c1782-520c-11ec-9c87-34e6adc36e41.png""><img src=""./images/GradientBoostingClassifier_roc_7a5c1782-520c-11ec-9c87-34e6adc36e41.png"" width=200 height=200 /></a>"
NonLinearSVM,Non Linear Support Vector Classification,72.00291514396667,58.48127245903015,118,66,59,7,0.944,0.528,0.6666666666666666,0.736,0.264,0.7814569536423842,1.0569830222757375,0.010853129377885538,0.013362516251503325,"<a href=""./images/NonLinearSVM_confusion_matrix_8286ba2e-51fb-11ec-81a4-34e6adc36e41.png""><img src=""./images/NonLinearSVM_confusion_matrix_8286ba2e-51fb-11ec-81a4-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/NonLinearSVM_confusion_matrix_percentage_82d77bf0-51fb-11ec-af85-34e6adc36e41.png""><img src=""./images/NonLinearSVM_confusion_matrix_percentage_82d77bf0-51fb-11ec-af85-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/NonLinearSVM_roc_81cafac7-51fb-11ec-80f0-34e6adc36e41.png""><img src=""./images/NonLinearSVM_roc_81cafac7-51fb-11ec-80f0-34e6adc36e41.png"" width=200 height=200 /></a>"
RealBoost,An RealBoost classifier,5824.596544742584,0.1566145420074463,107,70,55,18,0.856,0.56,0.6604938271604939,0.708,0.29200000000000004,0.7456445993031359,0.9937374357922748,0.00012801652330343325,4.761017653569385,"<a href=""./images/RealBoost_confusion_matrix_0b34f6c5-51fa-11ec-bf15-34e6adc36e41.png""><img src=""./images/RealBoost_confusion_matrix_0b34f6c5-51fa-11ec-bf15-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/RealBoost_confusion_matrix_percentage_0b58bf8f-51fa-11ec-9261-34e6adc36e41.png""><img src=""./images/RealBoost_confusion_matrix_percentage_0b58bf8f-51fa-11ec-9261-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/RealBoost_roc_0b071b5c-51fa-11ec-9f76-34e6adc36e41.png""><img src=""./images/RealBoost_roc_0b071b5c-51fa-11ec-9f76-34e6adc36e41.png"" width=200 height=200 /></a>"
KNeighborsClassifier,Classifier implementing the k-nearest neighbors vote,0.18731236457824707,5.1549224853515625,117,53,72,8,0.936,0.424,0.6190476190476191,0.68,0.31999999999999995,0.7452229299363059,0.951016226872915,3.9785036701354524,0.1445653027866009,"<a href=""./images/KNeighborsClassifier_confusion_matrix_2c7aafa3-51fa-11ec-b4b8-34e6adc36e41.png""><img src=""./images/KNeighborsClassifier_confusion_matrix_2c7aafa3-51fa-11ec-b4b8-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/KNeighborsClassifier_confusion_matrix_percentage_2c9b404f-51fa-11ec-96e9-34e6adc36e41.png""><img src=""./images/KNeighborsClassifier_confusion_matrix_percentage_2c9b404f-51fa-11ec-96e9-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/KNeighborsClassifier_roc_2c40567d-51fa-11ec-b753-34e6adc36e41.png""><img src=""./images/KNeighborsClassifier_roc_2c40567d-51fa-11ec-b753-34e6adc36e41.png"" width=200 height=200 /></a>"
DiscreteNBC,DiscreteNBC,331.22696685791016,185.79357361793518,103,58,67,22,0.824,0.464,0.6058823529411764,0.644,0.356,0.6983050847457626,0.8838396540714933,0.0021082374160837024,0.00375849966792583,"<a href=""./images/DiscreteNBC_confusion_matrix_7863aa12-51ec-11ec-a587-34e6adc36e41.png""><img src=""./images/DiscreteNBC_confusion_matrix_7863aa12-51ec-11ec-a587-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/DiscreteNBC_confusion_matrix_percentage_788f738a-51ec-11ec-86a1-34e6adc36e41.png""><img src=""./images/DiscreteNBC_confusion_matrix_percentage_788f738a-51ec-11ec-86a1-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/DiscreteNBC_roc_780cccef-51ec-11ec-a0ae-34e6adc36e41.png""><img src=""./images/DiscreteNBC_roc_780cccef-51ec-11ec-a0ae-34e6adc36e41.png"" width=200 height=200 /></a>"
GaussianNBC,Gaussian Naive Bayes (GaussianNB),5.698001861572266,3.0570573806762695,112,41,84,13,0.896,0.328,0.5714285714285714,0.612,0.388,0.6978193146417445,0.847384473226616,0.1224673721761813,0.22826503651932625,"<a href=""./images/GaussianNBC_confusion_matrix_1f7118f2-51fa-11ec-acc2-34e6adc36e41.png""><img src=""./images/GaussianNBC_confusion_matrix_1f7118f2-51fa-11ec-acc2-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/GaussianNBC_confusion_matrix_percentage_1f9d5215-51fa-11ec-8a2a-34e6adc36e41.png""><img src=""./images/GaussianNBC_confusion_matrix_percentage_1f9d5215-51fa-11ec-8a2a-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/GaussianNBC_roc_1f38e2e0-51fa-11ec-b959-34e6adc36e41.png""><img src=""./images/GaussianNBC_roc_1f38e2e0-51fa-11ec-b959-34e6adc36e41.png"" width=200 height=200 /></a>"
ComplementNBC,The Complement Naive Bayes classifier described in Rennie et al,2.9304518699645996,0.49225568771362305,105,47,78,20,0.84,0.376,0.5737704918032787,0.608,0.392,0.6818181818181819,0.8357881809057452,0.23266656886824022,1.3850894948213166,"<a href=""./images/ComplementNBC_confusion_matrix_160f1304-51fa-11ec-bdad-34e6adc36e41.png""><img src=""./images/ComplementNBC_confusion_matrix_160f1304-51fa-11ec-bdad-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/ComplementNBC_confusion_matrix_percentage_1643524a-51fa-11ec-9bba-34e6adc36e41.png""><img src=""./images/ComplementNBC_confusion_matrix_percentage_1643524a-51fa-11ec-9bba-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/ComplementNBC_roc_15cc0db8-51fa-11ec-9d2d-34e6adc36e41.png""><img src=""./images/ComplementNBC_roc_15cc0db8-51fa-11ec-9d2d-34e6adc36e41.png"" width=200 height=200 /></a>"
MultinomialNBC,Naive Bayes classifier for multinomial models,2.745082378387451,0.4375600814819336,105,47,78,20,0.84,0.376,0.5737704918032787,0.608,0.392,0.6818181818181819,0.8357881809057452,0.24837804037731778,1.5582275684495535,"<a href=""./images/MultinomialNBC_confusion_matrix_24282689-51fa-11ec-aced-34e6adc36e41.png""><img src=""./images/MultinomialNBC_confusion_matrix_24282689-51fa-11ec-aced-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/MultinomialNBC_confusion_matrix_percentage_245a3080-51fa-11ec-9e15-34e6adc36e41.png""><img src=""./images/MultinomialNBC_confusion_matrix_percentage_245a3080-51fa-11ec-9e15-34e6adc36e41.png"" width=200 height=200 /></a>","<a href=""./images/MultinomialNBC_roc_23e4205d-51fa-11ec-9aff-34e6adc36e41.png""><img src=""./images/MultinomialNBC_roc_23e4205d-51fa-11ec-9aff-34e6adc36e41.png"" width=200 height=200 /></a>"
