method,description,train_time,predict_time,true_positive,true_negative,false_positive,false_negative,sensitivity,specificity,precision,accuracy,error,f1,my_score1,my_score2,my_score3,confusion_matrix,confusion_matrix_percentage,roc_curve
AdaBoostClassifier,An AdaBoost classifier,7.327696084976196,0.29692888259887695,107,77,48,18,0.856,0.616,0.6903225806451613,0.736,0.264,0.7642857142857142,1.050762993995252,0.10430095700239415,2.5739689167193363,"<a href=""./images/AdaBoostClassifier_confusion_matrix_d7860994-71fd-11ec-a200-f0421cdfcb2c.png""><img src=""./images/AdaBoostClassifier_confusion_matrix_d7860994-71fd-11ec-a200-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/AdaBoostClassifier_confusion_matrix_percentage_d7ae917e-71fd-11ec-a65d-f0421cdfcb2c.png""><img src=""./images/AdaBoostClassifier_confusion_matrix_percentage_d7ae917e-71fd-11ec-a65d-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/AdaBoostClassifier_roc_d75b1fe2-71fd-11ec-a6cc-f0421cdfcb2c.png""><img src=""./images/AdaBoostClassifier_roc_d75b1fe2-71fd-11ec-a6cc-f0421cdfcb2c.png"" width=200 height=200 /></a>"
NonLinearSVM,Non Linear Support Vector Classification,0.015622854232788086,0.01562976837158203,117,65,60,8,0.936,0.52,0.6610169491525424,0.728,0.272,0.7748344370860928,1.03956597228183,49.59621497715365,49.57427510537475,"<a href=""./images/NonLinearSVM_confusion_matrix_c908476e-71fd-11ec-b092-f0421cdfcb2c.png""><img src=""./images/NonLinearSVM_confusion_matrix_c908476e-71fd-11ec-b092-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/NonLinearSVM_confusion_matrix_percentage_c9463cf8-71fd-11ec-9655-f0421cdfcb2c.png""><img src=""./images/NonLinearSVM_confusion_matrix_percentage_c9463cf8-71fd-11ec-9655-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/NonLinearSVM_roc_c8d62bdc-71fd-11ec-8346-f0421cdfcb2c.png""><img src=""./images/NonLinearSVM_roc_c8d62bdc-71fd-11ec-8346-f0421cdfcb2c.png"" width=200 height=200 /></a>"
LP,Linear perceptron classifier,0.0,0.0,100,82,43,25,0.8,0.656,0.6993006993006993,0.728,0.272,0.746268656716418,1.0291114571118083,inf,inf,"<a href=""./images/LP_confusion_matrix_cc308098-71fd-11ec-b24e-f0421cdfcb2c.png""><img src=""./images/LP_confusion_matrix_cc308098-71fd-11ec-b24e-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/LP_confusion_matrix_percentage_cc5b65b4-71fd-11ec-9554-f0421cdfcb2c.png""><img src=""./images/LP_confusion_matrix_percentage_cc5b65b4-71fd-11ec-9554-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/LP_roc_cbf9a354-71fd-11ec-aba4-f0421cdfcb2c.png""><img src=""./images/LP_roc_cbf9a354-71fd-11ec-aba4-f0421cdfcb2c.png"" width=200 height=200 /></a>"
LinearSVM,Linear Support Vector Classification,0.07811999320983887,0.0,112,67,58,13,0.896,0.536,0.6588235294117647,0.716,0.28400000000000003,0.7593220338983051,1.0124560459466672,9.71994495517534,inf,"<a href=""./images/LinearSVM_confusion_matrix_c601610c-71fd-11ec-ba9e-f0421cdfcb2c.png""><img src=""./images/LinearSVM_confusion_matrix_c601610c-71fd-11ec-ba9e-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/LinearSVM_confusion_matrix_percentage_c62c4eb4-71fd-11ec-8d8b-f0421cdfcb2c.png""><img src=""./images/LinearSVM_confusion_matrix_percentage_c62c4eb4-71fd-11ec-8d8b-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/LinearSVM_roc_c5d1b01a-71fd-11ec-88db-f0421cdfcb2c.png""><img src=""./images/LinearSVM_roc_c5d1b01a-71fd-11ec-88db-f0421cdfcb2c.png"" width=200 height=200 /></a>"
GradientBoostingClassifier,An GradientBoost classifier,13.859408617019653,0.015618085861206055,111,67,58,14,0.888,0.536,0.6568047337278107,0.712,0.28800000000000003,0.7551020408163266,1.0040537160031666,0.0544829914235334,48.34792480504498,"<a href=""./images/GradientBoostingClassifier_confusion_matrix_e2f10cbe-71fd-11ec-9dc2-f0421cdfcb2c.png""><img src=""./images/GradientBoostingClassifier_confusion_matrix_e2f10cbe-71fd-11ec-9dc2-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/GradientBoostingClassifier_confusion_matrix_percentage_e3199450-71fd-11ec-b6a3-f0421cdfcb2c.png""><img src=""./images/GradientBoostingClassifier_confusion_matrix_percentage_e3199450-71fd-11ec-b6a3-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/GradientBoostingClassifier_roc_e2c3bf98-71fd-11ec-b67b-f0421cdfcb2c.png""><img src=""./images/GradientBoostingClassifier_roc_e2c3bf98-71fd-11ec-b67b-f0421cdfcb2c.png"" width=200 height=200 /></a>"
MLP,Multi-layer Perceptron classifier.,0.8436801433563232,0.0156710147857666,90,84,41,35,0.72,0.672,0.6870229007633588,0.696,0.30400000000000005,0.703125,0.9580121584973884,0.8334023332620255,44.86786654292626,"<a href=""./images/MLP_confusion_matrix_cfc66c94-71fd-11ec-b7d6-f0421cdfcb2c.png""><img src=""./images/MLP_confusion_matrix_cfc66c94-71fd-11ec-b7d6-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/MLP_confusion_matrix_percentage_cff14f42-71fd-11ec-bcf1-f0421cdfcb2c.png""><img src=""./images/MLP_confusion_matrix_percentage_cff14f42-71fd-11ec-bcf1-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/MLP_roc_cf991738-71fd-11ec-ad34-f0421cdfcb2c.png""><img src=""./images/MLP_roc_cf991738-71fd-11ec-ad34-f0421cdfcb2c.png"" width=200 height=200 /></a>"
BernoulliNBC,Naive Bayes classifier for multivariate Bernoulli models,0.0,0.0,109,61,64,16,0.872,0.488,0.630057803468208,0.68,0.31999999999999995,0.7315436241610737,0.9452775924273578,inf,inf,"<a href=""./images/BernoulliNBC_confusion_matrix_bd23a40a-71fd-11ec-9406-f0421cdfcb2c.png""><img src=""./images/BernoulliNBC_confusion_matrix_bd23a40a-71fd-11ec-9406-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/BernoulliNBC_confusion_matrix_percentage_bd4e8f10-71fd-11ec-89b8-f0421cdfcb2c.png""><img src=""./images/BernoulliNBC_confusion_matrix_percentage_bd4e8f10-71fd-11ec-89b8-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/BernoulliNBC_roc_bcf3f3e4-71fd-11ec-bce1-f0421cdfcb2c.png""><img src=""./images/BernoulliNBC_roc_bcf3f3e4-71fd-11ec-bce1-f0421cdfcb2c.png"" width=200 height=200 /></a>"
KNeighborsClassifier,Classifier implementing the k-nearest neighbors vote,0.0,0.015623331069946289,111,57,68,14,0.888,0.456,0.6201117318435754,0.672,0.32799999999999996,0.7302631578947367,0.9336208009122138,inf,46.74183467183271,"<a href=""./images/KNeighborsClassifier_confusion_matrix_c31e4938-71fd-11ec-bf97-f0421cdfcb2c.png""><img src=""./images/KNeighborsClassifier_confusion_matrix_c31e4938-71fd-11ec-bf97-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/KNeighborsClassifier_confusion_matrix_percentage_c346d528-71fd-11ec-86a5-f0421cdfcb2c.png""><img src=""./images/KNeighborsClassifier_confusion_matrix_percentage_c346d528-71fd-11ec-86a5-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/KNeighborsClassifier_roc_c2ee9828-71fd-11ec-90e0-f0421cdfcb2c.png""><img src=""./images/KNeighborsClassifier_roc_c2ee9828-71fd-11ec-90e0-f0421cdfcb2c.png"" width=200 height=200 /></a>"
RealBoost,An RealBoost classifier,27.921649932861328,0.0,101,60,65,24,0.808,0.48,0.608433734939759,0.644,0.356,0.6941580756013745,0.8820212876991576,0.024860926101090162,inf,"<a href=""./images/RealBoost_confusion_matrix_ba23ee5e-71fd-11ec-9dec-f0421cdfcb2c.png""><img src=""./images/RealBoost_confusion_matrix_ba23ee5e-71fd-11ec-9dec-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/RealBoost_confusion_matrix_percentage_ba4c75d2-71fd-11ec-bae2-f0421cdfcb2c.png""><img src=""./images/RealBoost_confusion_matrix_percentage_ba4c75d2-71fd-11ec-bae2-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/RealBoost_roc_b9f91288-71fd-11ec-9c61-f0421cdfcb2c.png""><img src=""./images/RealBoost_roc_b9f91288-71fd-11ec-9c61-f0421cdfcb2c.png"" width=200 height=200 /></a>"
GaussianNBC,Gaussian Naive Bayes (GaussianNB),0.015613079071044922,0.0,108,30,95,17,0.864,0.24,0.5320197044334976,0.552,0.44799999999999995,0.6585365853658536,0.7712845488405623,42.1785211212525,inf,"<a href=""./images/GaussianNBC_confusion_matrix_c0150aa2-71fd-11ec-b412-f0421cdfcb2c.png""><img src=""./images/GaussianNBC_confusion_matrix_c0150aa2-71fd-11ec-b412-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/GaussianNBC_confusion_matrix_percentage_c03ff4a4-71fd-11ec-90d6-f0421cdfcb2c.png""><img src=""./images/GaussianNBC_confusion_matrix_percentage_c03ff4a4-71fd-11ec-90d6-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/GaussianNBC_roc_bfe09b18-71fd-11ec-96ae-f0421cdfcb2c.png""><img src=""./images/GaussianNBC_roc_bfe09b18-71fd-11ec-96ae-f0421cdfcb2c.png"" width=200 height=200 /></a>"
